,idx,mode,file,# Gadgets,CX depth,# CX,Rz depth,depth,# Rz,time,notes,matroid,root_heuristic,split_heuristic,arch_density,architecture
0,11,steiner,circuits/phasepoly/16qubits/100gadgets/Original13.qasm,100,518,1297,66,535,100,0 days 00:00:00.671327000,,arianne,,count,0.2,16q-square
0,12,steiner,circuits/phasepoly/16qubits/100gadgets/Original18.qasm,100,518,1268,74,534,100,0 days 00:00:00.582739000,,arianne,,count,0.2,16q-square
0,13,steiner,circuits/phasepoly/16qubits/100gadgets/Original4.qasm,100,486,1378,71,501,100,0 days 00:00:00.560858000,,arianne,,count,0.2,16q-square
0,14,steiner,circuits/phasepoly/16qubits/100gadgets/Original14.qasm,100,480,1207,65,492,100,0 days 00:00:00.738678000,,arianne,,count,0.2,16q-square
0,15,steiner,circuits/phasepoly/16qubits/100gadgets/Original8.qasm,100,511,1274,66,517,100,0 days 00:00:00.656681000,,arianne,,count,0.2,16q-square
0,16,steiner,circuits/phasepoly/16qubits/100gadgets/Original9.qasm,100,506,1463,83,516,100,0 days 00:00:00.653755000,,arianne,,count,0.2,16q-square
0,17,steiner,circuits/phasepoly/16qubits/100gadgets/Original15.qasm,100,505,1325,70,520,100,0 days 00:00:00.601065000,,arianne,,count,0.2,16q-square
0,18,steiner,circuits/phasepoly/16qubits/100gadgets/Original5.qasm,100,477,1309,59,480,100,0 days 00:00:00.625052000,,arianne,,count,0.2,16q-square
0,19,steiner,circuits/phasepoly/16qubits/100gadgets/Original19.qasm,100,531,1205,73,545,100,0 days 00:00:00.588083000,,arianne,,count,0.2,16q-square
0,0,steiner,circuits/phasepoly/25qubits/100gadgets/Original6.qasm,100,822,2638,95,836,100,0 days 00:00:20.495809000,,gray,nash,count,0.13333333333333333,25q-square
0,1,steiner,circuits/phasepoly/25qubits/100gadgets/Original16.qasm,100,812,2538,96,838,100,0 days 00:00:19.993793000,,gray,nash,count,0.13333333333333333,25q-square
0,2,steiner,circuits/phasepoly/25qubits/100gadgets/Original17.qasm,100,820,2595,94,840,100,0 days 00:00:20.451793000,,gray,nash,count,0.13333333333333333,25q-square
0,3,steiner,circuits/phasepoly/25qubits/100gadgets/Original7.qasm,100,814,2625,96,837,100,0 days 00:00:20.279763000,,gray,nash,count,0.13333333333333333,25q-square
0,4,steiner,circuits/phasepoly/25qubits/100gadgets/Original10.qasm,100,872,2723,93,883,100,0 days 00:00:20.577924000,,gray,nash,count,0.13333333333333333,25q-square
0,5,steiner,circuits/phasepoly/25qubits/100gadgets/Original0.qasm,100,798,2510,98,828,100,0 days 00:00:20.688732000,,gray,nash,count,0.13333333333333333,25q-square
0,6,steiner,circuits/phasepoly/25qubits/100gadgets/Original1.qasm,100,775,2468,97,808,100,0 days 00:00:20.117427000,,gray,nash,count,0.13333333333333333,25q-square
